YEAR,WEEK,RS_SALES,UNIT_SALES,STORE_NO,CITY,STATE,FORMAT,REGION,SPECIAL,WEEK_MAX_TEMP,WEEK_MIN_TEMP,RAIN_MM,SHORTAGE,POPULATION
2016,17,74688.69,1927,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,3.1,0.28,8,135000
2016,18,85614.34,2099,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,4.6,0,6.4,135625
2016,19,102590.53,2382,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.8,0.02,5.2,136250
2016,20,86385.7,2164,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,4.47,0.68,7,136875
2016,21,103662.64,2567,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.8,0.62,5,137500
2016,22,101453.05,2407,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6.6,0.74,5.8,138125
2016,23,100466.85,2321,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6.8,0.16,6,138750
2016,24,104852.43,2443,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.17,0.24,5,139375
2016,25,92529.26,2283,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.9,0.06,8,140000
2016,26,100896.3,2525,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6,0.15,6,140625
2016,27,90499.47,2221,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,8.5,0.21,9,141250
2016,28,98236.97,2314,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.27,0.33,7.2,141875
2016,29,103400.74,2571,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6.7,0.37,5.5,142500
2016,30,102769.04,2397,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.1,0.55,5.6,143125
2016,31,111853.01,2595,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.3,0.07,4,143750
2016,32,126493.2,2760,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.17,0.1,2,144375
2016,33,129346.53,2923,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,7.21,0.24,1.8,145000
2016,34,103944.37,2450,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,8,0.74,5,145625
2016,35,90609.63,2304,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,8.2,0.47,6.8,146250
2016,36,84663.81,2182,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6.77,0.03,7.4,146875
2016,37,88930.88,2117,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.7,1.51,6.2,147500
2016,38,82970.82,2078,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.6,0.3,7.5,148125
2016,39,84144.44,2071,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5,0.45,7,148750
2016,40,99876.71,2515,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6.67,0,9.8,149375
2016,41,90269.28,2185,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,4.8,0.14,12,150000
2016,42,96099.66,2361,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,6,0.03,6.4,150625
2016,43,86471.82,2135,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5,0.06,8.8,151250
2016,44,99230.4,2497,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.87,0.02,6,151875
2016,45,170127.02,2378,21005,GURGAON,HARYANA,Medium,NORTH,DUSSEHRA,,4.4,0.09,2,152500
2016,46,113537.55,2410,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.2,0,5.5,153125
2016,47,122732.38,2585,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,5.9,0.76,4,153750
2016,48,195434.12,4330,21005,GURGAON,HARYANA,Medium,NORTH,DIWALI,,17.87,0,1.1,154375
2016,49,148842.98,2965,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,11.9,0.03,3.5,155000
2016,50,158587.51,3789,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,14.4,0.08,3,155625
2016,51,159313.7,4521,21005,GURGAON,HARYANA,Medium,NORTH,NORMAL,,18.5,0.06,2.9,156250
2016,52,208829.53,4754,21005,GURGAON,HARYANA,Medium,NORTH,CHRISTMAS,,20.27,0,0.4,156875
2016,1,199527.8,3499,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NEWYEAR,,13.9,0.63,5,115230
2016,2,99353.23,2818,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,5.2,0.17,9.5,115806.15
2016,3,101476.24,2738,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,6.4,0.07,9.4,116382.3
2016,4,100456.51,2712,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,5.07,0.05,9.5,116958.45
2016,5,110870.09,2856,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,8.4,0,8,117534.6
2016,6,115754.31,2816,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,10.1,0,7.5,118110.75
2016,7,159951.29,3792,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,VALENTINES,,14.4,0,5.1,118686.9
2016,8,230353.7,3199,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,17.87,0.14,4.1,119263.05
2016,9,122769.14,3072,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,9.9,0,9,119839.2
2016,10,NA,NA,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.1,0,8.1,120415.35
2016,11,NA,NA,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,13.9,0.07,7.5,120991.5
2016,12,142995.56,3488,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.27,0.15,7.3,121567.65
2016,13,134957.02,3210,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.1,0,8.1,122143.8
2016,14,145152.66,3488,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.4,0,7.5,122719.95
2016,15,139796.81,3375,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,13.3,0.02,7.7,123296.1
2016,16,178734.14,4081,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,15.97,0,5,123872.25
2016,17,96422.58,2671,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.1,0.02,9,124448.4
2016,18,127538.06,3127,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.1,0.39,6.9,125024.55
2016,19,130351.41,3250,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.7,0,6.5,125600.7
2016,20,127056.05,3086,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,13.77,0,6.8,126176.85
2016,21,138504.27,3275,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,15.3,0,5,126753
2016,22,138461.17,3220,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,15.4,0.48,5.1,127329.15
2016,23,155538.16,3487,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,18.3,1.14,4.2,127905.3
2016,24,154037.83,3714,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,17.37,0.36,4.3,128481.45
2016,25,134758.78,3260,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.7,1.61,6,129057.6
2016,26,138972.65,3311,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,15.6,0.21,5.7,129633.75
2016,27,144884.53,3359,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,16.5,0.61,5.4,130209.9
2016,28,153398.4,3636,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,17.37,1.59,5.2,130786.05
2016,29,138321.38,3491,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,15.2,1.44,7,131362.2
2016,30,127770.62,3212,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.2,0.48,8,131938.35
2016,31,125903.91,3137,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,13.9,0.38,8.4,132514.5
2016,32,132846.3,3203,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.97,2.4,7.7,133090.65
2016,33,139944.59,3350,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,16.9,0.22,7.2,133666.8
2016,34,147628.89,3401,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,19.1,0.05,6.7,134242.95
2016,35,141684.05,3230,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,16.7,0.01,7.5,134819.1
2016,36,140329.19,3401,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,15.57,0.3,7.7,135395.25
2016,37,110891.09,2899,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.9,0,10,135971.4
2016,38,110919.84,2888,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,13.2,0.07,9.9,136547.55
2016,39,104543.56,2769,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.1,0.06,10.4,137123.7
2016,40,110874.45,2931,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,13.07,1.31,9.8,137699.85
2016,41,107197.06,2809,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,11.6,0.46,10.4,138276
2016,42,117055.22,2995,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,14.7,0.02,9,138852.15
2016,43,113785.66,3008,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.6,0.63,9.5,139428.3
2016,44,115239.85,3204,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,12.87,0.11,9.2,140004.45
2016,45,124339.44,3161,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,16.5,0,8,140580.6
2016,46,165868.01,3232,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,DUSSEHRA,,22.1,0,4,141156.75
2016,47,152181.04,3166,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,20.4,0.68,6,141732.9
2016,48,198336.8,5120,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,DIWALI,,23.87,0.11,4,142309.05
2016,49,159500.58,3754,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,20.9,0.83,7,142885.2
2016,50,141243.79,4603,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,19.1,0.17,8,143461.35
2016,51,153283.92,5823,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,NORMAL,,22.4,0.05,5.8,144037.5
2016,52,205873.61,5868,21006,BHOPAL,MADHYAPRADESH,Medium,CENTRAL,CHRISTMAS,,26.27,0,2,144613.65
2016,1,45908.59247,766.5882353,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NEWYEAR,18.51,15.28,0,0.53,89000
2016,2,28569.62682,709.4117647,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,17.23,13.19,10,0.57,89267
2016,3,27639.93224,674.5411765,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,16.22,13.24,6,0.59,89534
2016,4,26767.32188,680.4235294,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,16.33,13.87,4,0.6,89801
2016,5,28058.44847,677.6470588,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,17.65,14.42,0,0.57,90068
2016,6,28374.65412,688.3294118,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,18.2,14.44,0,0.56,90335
2016,7,37332.184,799.9058824,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,VALENTINES,26.64,21.89,0,0.48,90602
2016,8,28118.46447,684.2352941,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,17.34,15.43,16,0.57,90869
2016,9,29868.99247,696.5647059,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,18.5,15.68,0,0.55,91136
2016,10,30400.02729,717.6,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,20.21,15.84,0,0.53,91403
2016,11,NA,NA,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,16.99,14.24,7,0.56,91670
2016,12,NA,NA,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,18.21,16.67,0,0.56,91937
2016,13,25653.888,632.5647059,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,16.1,12.99,8,0.6,92204
2016,14,28334.31718,687.4823529,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,17.61,14.16,0,0.56,92471
2016,15,29320.88518,702.7294118,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,19.01,16.14,0,0.54,92738
2016,16,34592.78776,792.5647059,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,24.12,23.21,0,0.45,93005
2016,17,21537.34071,567.9529412,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,15.11,14.99,15,0.62,93272
2016,18,27343.68094,660.8941176,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,25.12,20.87,0,0.53,93539
2016,19,29691.072,704.5176471,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,26.33,23.02,0,0.51,93806
2016,20,26714.10165,675.6235294,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,24.12,21.24,4,0.56,94073
2016,21,26637.81506,664.7529412,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,21.09,19.66,2,0.56,94340
2016,22,27020.88047,666.4,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,23.13,19.68,0,0.56,94607
2016,23,30087.44471,708.1411765,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,27.11,23.01,0,0.51,94874
2016,24,29360.42212,700.6588235,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,23.27,21.38,4,0.52,95141
2016,25,25816.02024,645.5058824,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,19.23,17.83,2,0.58,95408
2016,26,26018.16376,648.4235294,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,21.25,17.8,0,0.58,95675
2016,27,28176.42212,682.6823529,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,23.32,20.02,0,0.56,95942
2016,28,26891.97459,665.6,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,20.45,19.29,3,0.57,96209
2016,29,26914.65506,653.1764706,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,22.56,18.32,0,0.56,96476
2016,30,26491.79812,652.2823529,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,20.98,17.53,2,0.57,96743
2016,31,28308.76376,682.8705882,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,23.11,19.36,0,0.55,97010
2016,32,31527.91153,747.9529412,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,26.12,22.85,0,0.51,97277
2016,33,28077.53271,690.6352941,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,21.89,18.66,7,0.56,97544
2016,34,26870.37129,669.7411765,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,22.34,17.78,2,0.57,97811
2016,35,27306.23247,663.8588235,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,21.78,18.91,0,0.57,98078
2016,36,28019.68141,669.4117647,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,23.11,20.2,0,0.56,98345
2016,37,28038.27718,676.5176471,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,24.21,18.99,0,0.56,98612
2016,38,26770.72612,661.6941176,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,22.13,16.42,6,0.57,98879
2016,39,25955.56706,668.4235294,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,18.34,16.14,1,0.57,99146
2016,40,27457.232,680.2352941,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,21.34,18.32,0,0.54,99413
2016,41,26127.24235,651.2470588,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,18.94,15.71,3,0.56,99680
2016,42,27048.65224,679.2470588,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,20.32,16.43,1,0.55,99947
2016,43,26178.32941,662.4470588,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,18.85,15.98,2,0.56,100214
2016,44,27267.20612,703.1529412,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,20.02,18.13,0,0.54,100481
2016,45,29637.53412,703.9529412,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,26.17,18.56,0,0.52,100748
2016,46,29379.12471,681.9764706,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,21.65,18.2,4,0.52,101015
2016,47,43829.49224,707.0588235,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,DUSSEHRA,22.11,19.24,0,0.51,101282
2016,48,36825.984,808.6117647,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,DIWALI,28.12,29.78,0,0.24,101549
2016,49,34258.73412,765.4588235,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,16.33,21.21,12,0.42,101816
2016,50,40699.78353,828.1411765,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,27.62,24.64,0,0.33,102083
2016,51,44104.80941,963.7647059,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,NORMAL,29.13,31.7,0,0.24,102350
2016,52,60026.53176,1016.941176,21007,JAMSHEDPUR,JHARKHAND,Small,EAST,CHRISTMAS,35.13,34.39,0,0.23,102617
2016,1,42236.67435,765.0352941,21008,OOTY,TAMILNADU,Small,SOUTH,NEWYEAR,18.51,15.99,0,0.53,60000
2016,2,29598.51812,706.3529412,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,17.23,14.12,5.1,0.57,60120
2016,3,28065.38776,666.8235294,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,16.22,12.66,3.2,0.59,60240
2016,4,27738.424,667.5764706,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,16.33,13.87,2.3,0.6,60360
2016,5,27738.32518,663.1529412,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,17.65,14.65,0.5,0.57,60480
2016,6,30033.22965,710.4470588,21008,OOTY,TAMILNADU,Small,SOUTH,VALENTINES,18.2,14.77,0,0.56,60600
2016,7,34394.17647,794.2588235,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,26.64,20.86,0,0.48,60720
2016,8,28916.30165,697.8352941,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,17.34,18.03,6.2,0.57,60840
2016,9,30372.04894,684.4235294,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,18.5,15.79,0,0.55,60960
2016,10,30280.11671,700.8470588,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,20.21,16.17,1.5,0.53,61080
2016,11,NA,NA,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,16.99,14.9,7.2,0.56,61200
2016,12,NA,NA,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,18.21,17.1,3.1,0.56,61320
2016,13,29308.58024,682.9176471,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,16.1,14.12,0,0.6,61440
2016,14,37259.12565,809.0352941,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,17.61,14.76,0,0.56,61560
2016,15,24555.26259,603.1529412,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,19.01,18.87,12,0.54,61680
2016,16,28277.13318,668.5176471,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,24.12,25.99,0,0.45,61800
2016,17,27573.02447,654.4941176,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,15.11,22.32,5,0.62,61920
2016,18,28312.19388,675.2,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,25.12,24.36,0,0.53,62040
2016,19,30091.38306,720.4235294,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,26.33,20.66,0,0.51,62160
2016,20,28085.53694,667.3882353,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,24.12,19.21,3.5,0.56,62280
2016,21,27042.52235,658.4470588,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,21.09,18.88,4.1,0.56,62400
2016,22,27902.22682,676.5176471,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,23.13,17.33,0,0.56,62520
2016,23,28552.33929,682.0705882,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,27.11,31.99,0,0.51,62640
2016,24,29349.19388,670.9176471,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,23.27,28.58,0,0.52,62760
2016,25,29256.61929,694.0705882,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,19.23,23.73,1.3,0.58,62880
2016,26,26593.23059,665.5058824,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,21.25,24.99,9,0.58,63000
2016,27,29766.60894,697.3647059,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,23.32,34.44,0,0.56,63120
2016,28,28238.73976,671.7176471,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,20.45,32.66,6,0.57,63240
2016,29,28238.59388,667.2941176,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,22.56,31.11,0,0.56,63360
2016,30,27193.16094,659.1529412,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,20.98,33.85,9.1,0.57,63480
2016,31,29596.24471,684.1411765,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,23.11,33.99,0,0.55,63600
2016,32,33777.224,777.5529412,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,26.12,35.99,0,0.51,63720
2016,33,29734.80188,691.9058824,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,21.89,33.46,9.3,0.56,63840
2016,34,29188.20659,664.3764706,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,22.34,30.1,4,0.57,63960
2016,35,26131.55859,638.4941176,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,21.78,31.91,9.2,0.57,64080
2016,36,29049.03718,681.7882353,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,23.11,32.82,0,0.56,64200
2016,37,28514.31529,660.0470588,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,24.21,30.53,5,0.56,64320
2016,38,27026.00141,668.5647059,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,22.13,31.19,10,0.57,64440
2016,39,26693.15012,654.5882353,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,18.34,28.48,1.5,0.57,64560
2016,40,28298.64282,676.1882353,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,21.34,30.38,0,0.54,64680
2016,41,28847.55718,697.1764706,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,18.94,27.79,0,0.56,64800
2016,42,27397.01882,635.6235294,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,20.32,29.71,9.7,0.55,64920
2016,43,27485.68329,667.2,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,18.85,23.73,0,0.56,65040
2016,44,29644.81741,710.6823529,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,20.02,25.16,0,0.54,65160
2016,45,30943.77035,711.5764706,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,26.17,27.11,0,0.52,65280
2016,46,40662.704,708.3764706,21008,OOTY,TAMILNADU,Small,SOUTH,DUSSEHRA,21.65,23.67,0,0.52,65400
2016,47,30010.28659,683.8588235,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,22.11,27.99,22,0.51,65520
2016,48,53471.56847,841.1764706,21008,OOTY,TAMILNADU,Small,SOUTH,DIWALI,28.12,30.66,0,0.24,65640
2016,49,34053.04047,751.1058824,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,16.33,24,21,0.42,65760
2016,50,41676.95671,817.9764706,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,27.62,25.99,0,0.33,65880
2016,51,44728.77224,952.0941176,21008,OOTY,TAMILNADU,Small,SOUTH,NORMAL,29.13,30.21,0,0.24,66000
2016,52,56215.05365,1044.8,21008,OOTY,TAMILNADU,Small,SOUTH,CHRISTMAS,35.13,32.16,0,0.23,66120

